election_name,zipurl
2004 General Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2004-GeneralElection-PrecinctLevel.exe
2006 General Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/voter-pdfs/2006/2006GeneralElection-PrecinctLevel.zip
2010 General Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2010-general-precinctLevel.zip
2012 General Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2012General-PrecinctLevel.zip
2012 Primary Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2012-primary-precinctLevel_1.zip
2014 General Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2014General-precinctLevel.zip
2016 Primary Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2016-Primary-PrecinctLevel.zip
2016 General Election Results - Precinct Level,http://sos.alabama.gov/sites/default/files/election-data/2017-06/2016-General-PrecinctLevel.zip
